冊/課,課文,題目,long
B7 L1, 它_人2 是_v2 換_v3 一個_m 方式_n 告訴_v4 你_人 ：_x 「_x 快要_d 下雨_事 了_ul。_x 」,它換方式告訴你快要什麼事?,
B7 L1,你_人3 看到_v5 樹枝_物1 長出_v6 紅色_a 或_c 綠色_a 的_uj 新芽_物2,樹枝長出什麼色的新芽?,
B7 L1,或是_c 池塘_地方 裡_f 的_uj 青蛙_人4,池塘裡的什麼?,
B7 L1,它們_人5 就_d 告訴_v8 你_人6 ：_x 「_x 春天_時間 來_v9 了_ul ！_x 」_x,什麼天來了?,
B7 L1,一圈圈_m 的_uj 年輪_物1 ，_x 告訴_v1 你_人1 樹_物2 有_v2 多少_m 年紀_t 了_ul,一圈圈的年輪告訴你什麼?,
B7 L1,葉子_物1 從_p 樹上_地方 飄_v1 下來_v2 ,葉子從哪裡飄下來?,
B7 L1,秋天_時間 來_v 了_ul ,什麼天來了?,
B7 L1,天氣_n 轉涼_事 了_ul ，_x 要_v5 記得_v6 多_m 穿_v7 幾件_m 衣服_物2,為什麼要記得多穿幾件衣服?,
B7 L1,天氣_n 轉涼_事 了_ul ，_x 要_v5 記得_v6 多_m 穿_v7 幾件_m 衣服_物2,天氣轉涼要記得如何?,
B7 L1,大自然_d 的_uj 語言_n 處處_地方 都_d 看_v1 得_ud 見_v2,大自然的語言在哪裡看的見?,
B7 L1,喜歡_v 學習_v4 的_uj 人_人1 ，_x 認真_ad 觀察_事 的_uj 人_人2 ，_x 隨時_d 可以_c 從_zg 大自然_d 的_uj 變化_vn 中_f ，_x 學到_v5 知識_事,喜歡什麼的人隨時可以從大自然變化學到知識?,
B7 L1,喜歡_v 學習_v4 的_uj 人_人1 ，_x 認真_ad 觀察_事 的_uj 人_人2 ，_x 隨時_d 可以_c 從_zg 大自然_d 的_uj 變化_vn 中_f ，_x 學到_v5 知識_事,喜歡學習與認真觀察的人可以從哪裡學到知識?,
B7 L2,清明節_nz 早上_時間,什麼節日早上?,
B7 L2,天上_地方 飄著_v1 小雨_物1,天上飄著什麼?,
B7 L2,我們_人1 一家人_人2 和_c 姑姑_人3 、_x 小叔叔_人4 的_uj 家人_人5 ，_x 一起_m 去_v2 掃墓_v3,一家人一起去哪裡?,
B7 L2,到_v 了_ul 墓園_地方,到了哪裡?,
B7 L2,媽媽_人1 和_c 姑姑_人2 趕忙_v2 拿出_v3 鮮花_物1 、_x 水果_物2 等_u 祭品_物3,媽媽和姑姑拿出什麼祭品?,
B7 L2,媽媽_人1 和_c 姑姑_人2 趕忙_v2 拿出_v3 鮮花_物1 、_x 水果_物2 等_u 祭品_物3,誰拿出來鮮花和水果?,
B7 L2,爸爸_人1 和_c 小叔叔_人2 拿著_v1 剪刀_物2 修剪_v2 花木_物2 ,爸爸和叔叔拿著什麼修剪花木?,
B7 L2,爸爸_人1 和_c 小叔叔_人2 拿著_v1 剪刀_物2 修剪_v2 花木_物2 ,拿著剪刀要做什麼?,
B7 L2,爸爸_人1 和_c 小叔叔_人2 拿著_v1 剪刀_物2 修剪_v2 花木_物2 ,誰修剪花木?,
B7 L2,我_人3 和_c 表姐_人4 跟_p 在_p 一旁_s 撿_v3 樹枝_物3 、_x 掃_v4 落葉_物4 ,我和表姊在一旁做什麼?,
B7 L2,我_人3 和_c 表姐_人4 跟_p 在_p 一旁_s 撿_v3 樹枝_物3 、_x 掃_v4 落葉_物4 ,誰撿樹枝、掃落葉?,
B7 L2,只有_c 小堂弟_人1 最_d 頑皮_a,誰最頑皮?,
B7 L2,一邊_d 拔草_v1 ，_x 一邊_d 玩_v2 泥土_物1,一邊拔草一邊玩什麼?,
B7 L2,最後_d 抹_v3 了_ul 一_m 臉_n 的_uj 泥_物2,抹了一臉的什麼?,
B7 L2,讓_v4 嬸嬸_人2 看_v5 了_ul 又_d 好_a 笑_v ，_x 又_d 好_a 氣_v,嬸嬸看了如何?,
B7 L2,我們_人1 把_p 墓園_地方 打掃_v1 乾淨_a,我們把哪裡打掃乾淨?,
B7 L2,爸爸_人2 舉起_v3 香_物2,誰舉起香?,
B7 L2,接著_v1 大家_人1 依_v2 長幼順序_n ，_x 很_zg 恭敬_a 的_uj 在_p 爺爺_人2 、_x 奶奶_人3 的_uj 墓前_地方 鞠躬_v3,依什麼在墓前鞠躬?,
B7 L2,我_人1 和_c 表姐_人2 、_x 堂弟_人3 坐在_v1 墓前_地方,誰坐在墓前?,
B7 L2,聽_v2 大人_人4 談著_v3 爺爺_人5 、_x 奶奶_人6 生前_t 的_uj 故事_物1,談著誰生前的故事?,
B7 L2,好像_v4 和_c 爺爺_人7 、_x 奶奶_人8 親近_v5 了_ul 許多_m,爺爺奶奶好像什麼許多?,
B7 L2,抬眼一望_v3 ，_x 遠_a 山_n 青翠_a 的_uj 綠色_n ，_x 被_p 春雨_n 洗_v4 得_ud 更_d 鮮明_a,山被什麼洗得更鮮明?,
B7 L2,我們_人1 這_r 個_zg 大家族_nz ，_x 就_d 這樣_r 團聚_v1 在_p 綠色的_a 春天_時 裡_f 了_ul,大家族團聚在哪裡?,
B7 L3,遇到_v1 困難_an ，_x 我_人1 垂頭喪氣_i,遇到困難時我如何?,
B7 L3,告訴_v4 我_人4 ，_x 你_人5 有_v5 什麼_r 困難_an ，_x 讓_v6 我_人6 來_v7 幫助_v8 你_人7  ,告訴我你有什麼讓我來幫助你?,
B7 L3,我_人1 一_r 聽到_v1 這_r 句_q 話_n ，_x 就_d 勇氣_n 百倍_m ，_x 不再_d 害怕_v2 失敗_v3,聽到這句話如何?,
B7 L3,不管_c 困難_an 有_v1 多_m 大_a ，_x 我_r 都_d 必須_d 勇往直前_i ,不管困難有多大都必須?,
B7 L3,每_zg 一次_m ，_x 朋友_人1 有_事 了_ul 困難_an ，_x 我_人2 一定_d 陪伴_v1 在_p 他_人3 身旁_s ,朋友有困難我一定如何?,
B7 L3,拍拍_v2 他_人4 的_uj 肩膀_物 說_zg ：_x 告訴_v3 我_人5 ，_x 你_人6 有_v4 什麼_r 困難_an ？,拍拍他的哪裡?,
B7 L3,讓_v1 他_人1 信心_n 滿滿_v2，_x 度過_v3 每_r 一個_m 難關_n,信心滿滿度過每一個什麼?,
B7 L3,有_v1 困難_an ，_x 請_v2 告訴_v3 我_人1 ,有困難要告訴誰?,
B7 L3,"這_r 句_q 話_n ，_x 使_v 我_人2 認識_v 互助_v 的_uj 力量_物，_x 這_r 句_q 話_n ，_x 
使_v1 我_人1 認識_v2 互助_v3 的_uj 力量_物1 ，_x 朋友_人2 的_uj 可貴_a",這句話使我認識什麼的力量?,
B7 L4,很久以前_時間 ，_x 我們_人1 的_uj 世界_地方 是_v1 天_地方 地_地方 連_v1 在_p 一起_m 的_uj,很久以前我們的世界是什麼樣的?,
B7 L4,當時_時 有_v1 一個_m 巨人_人1 名叫_v2 盤古_人2,巨人名叫什麼?,
B7 L4,在_p 這個_r 天地_地方 裡_zg ，_x 昏昏_a 沉沉的_z 睡覺_事,在這個天地裡做什麼?,
B7 L4,他_人1 受_v1 不了_v2 沒天沒地_l 的_uj 情形_n,他受不了什麼情形?,
B7 L4,就_d 拿_v3 起_v4 一_m 把_p 大斧頭_物1,拿起一把什麼?,
B7 L4,要_v5 把_p 天地_n 劈開_v6,要把天地如何?,
B7 L4,他_人1 用_v1 力_n 一_m 揮_v2 ，_x 把_p 大地_地方 劈成_v3 上下_f 兩半_m,他用力一揮天地發生什麼事?,
B7 L4,上面_f 那_r 一半_m 就_d 成_事 了_ul 天_地方,上面那一半成了什麼?,
B7 L4,下面_f 那_r 一_m 半_m 就_d 成_事 了_ul 地_地方,下面那一半成了什麼?,
B7 L4,天_地方 越升越高_a,什麼東西越升越高?,
B7 L4,地_地方 越變越厚_a,什麼東西越變越厚?,
B7 L4,盤古_人1 站_v1 在_p 天地_地方 的_uj 中間_n,盤古站在哪裡?,
B7 L4,他_人2 想_v3 以後_d 就_d 有_v4 好日子_l 過_ug 了_ul,他想以後有什麼日子過了?,
B7 L4,不久_a ，_x 上面_f 的_uj 天_地方 又_d 往_v1 下沉_v2,哪裡又往下沉?,
B7 L4,下面_f 的_uj 地_地方 又_d 往_v3 上升_v4,哪裡又往上升?,
B7 L4,天_地方 和_c 地_地方 好像_v5 又_d 要_v6 合_v7 在_p 一起_m 了_ul,天和地好像又要?,
B7 L4,盤古_人1 一_m 看_v1 情形_n 不_d 對_a ，_x 就_d 趕緊_d 站_v2 穩_a 兩條_m 腿_n,盤古一看情形不對就趕緊做什麼事?,
B7 L4,高_a 舉_v3 兩_m 臂_物 用_v4 力_n 托住_v5 天_地方,如何托住天?,
B7 L4,他_r 就_d 這樣_r 頂天立地_a 站_v6 了_ul 幾萬年_m,他就這樣頂天立地站了多久?,
B7 L4,天地_n 終於_d 穩定_a 了_ul,什麼終於穩定了?,
B7 L4,盤古_人1 死_事 了_ul 以後_d ，_x 他_人2 的_uj 眼睛_物1 變_v1 成_事 了_ul 太陽_物2 和_c 月亮_物3,盤古死了以後，他的眼睛變成?,
B7 L4,他_人3 的_uj 身體_物4 變成_v2 山脈_物4,他的身體變成?,
B7 L4,身上_s 的_uj 血_物5 變成_v3 了_ul 河流_物6,身上的血變成?,
B7 L4,他_人3 的_uj 毛髮_物7 變_v4 成_事 了_ul 樹木_物8,他的毛髮變成?,
B7 L4,骨頭_物9 變成_v5 石頭_物10,骨頭變成?,
B7 L4,盤古_人1 為_p 我們_人2 準備_v1 好_a 了_ul 一個_m 生活_n 的_uj 樂園_地方,盤古為我們準備好了一個什麼地方?,
B7 L5,老虎_人1 是_v1 森林_地方 裡_f 最_d 凶猛_a 的_uj 動物_物1,誰是森林裡最兇猛的動物?,
B7 L5,他_人2 一向_d 是_v2 拿_v3 其他_r 的_uj 動物_物2 當_v4 餐點_n 的_uj,他一向是拿什麼當餐點?,
B7 L5,有_v1 一回_m ，_x 他_人1 肚子_n 餓_事 了_ul ，_x 跑_v1 到_v2 森林_地方 裡_f 找_v3 食物_物1,為什麼他跑到森林找食物?,
B7 L5,有_v1 一回_m ，_x 他_人1 肚子_n 餓_事 了_ul ，_x 跑_v1 到_v2 森林_地方 裡_f 找_v3 食物_物1,他到哪裡找食物?,
B7 L5,很快_d 的_uj 就_d 捉到_事 了_ul 一_m 隻_y 狐狸_人2,很快的捉到了誰?,
B7 L5,正當_a 老虎_人1 張開_nr 嘴巴_n 想_v 一口_m 吞掉_v 狐狸_人2 時_zg,正當老虎張開嘴巴想一口吞掉誰?,
B7 L5,狐狸_人1 大_a 喝_vg 一聲_m ：_x 「_x 好_a 大_a 的_uj 膽子_物1 ！_x 你_人2 敢_v1 吃_v2 我_人3 ？,誰大喝一聲?,
B7 L5,老虎_人1 聽到_v1 狐狸_人2 的_uj 聲音_物1 嚇_v2 了_ul 一_m 跳_v3 ,老虎聽到誰的聲音嚇了一跳?,
B7 L5,狐狸_人1 說_zg ：_x 「_x 天帝_人2 派_v1 我_人3 來_v2 當_v3 森林之王_人4,誰派狐狸當森林之王?,
B7 L5,狐狸_人1 說_zg ：_x 「_x 天帝_人2 派_v1 我_人3 來_v2 當_v3 森林之王_人4,天帝派誰當森林之王?,
B7 L5,你_人5 吃_事 了_ul 我_人6 ，_x 就是_d 不_d 聽_v4 天帝_人7 的_uj 話_物1,吃了我就是不聽誰的話?,
B7 L5,老虎_人1 聽_v1 了_ul 更加_d 不敢_d 動手_事 了_ul,老虎聽了不敢如何?,
B7 L5,這樣_r 吧_y ，_x 我們_人8 到_v8 森林_地方 裡_zg 走走_v9,我們到哪裡走走?,
B7 L5,我_人9 走_v10 在_p 前面_f ，_x 你_人10 跟_v11 在_p 我_人12 後面_f,誰走在前面?,
B7 L5,我_人9 走_v10 在_p 前面_f ，_x 你_人10 跟_v11 在_p 我_人12 後面_f,誰走在後面?,
B7 L5,你_人13 仔_ad 細_a 看_v12 ，_x 森林_地方 裡_f 的_uj 動物_物1 ，_x 哪_r 一個_m 見_v13 了_ul 我_人14 ，_x 膽敢_a 不_d 逃命_事 的_uj ？,森林裡的動物見了誰膽敢不逃命的?,
B7 L5,老虎_人1 心想_v1 狐狸_人2 說_v2 的_uj 也許_d 有_v3 道理_n,老虎心想狐狸說的也許有?,
B7 L5,於是_c 老虎_人4 跟_v6 在_p 狐狸_人5 的_uj 後面_f 走_v7,誰跟在狐狸的後面走?,
B7 L5,果然_c ，_x 森林_地方 裡_f 的_uj 動物_物1 一_m 看到_v8 他們_人6 走_v9 過來_v10 ，_x 都_d 嚇_v11 得_ud 夾著_v12 尾巴_物1 趕快_d 逃_v13 走_v14 ,森林裡的動物一看到他們做了什麼事?,
B7 L5,老虎_人1 以為_c 動物_物1 真的_d 是_v1 怕_v2 狐狸_人2 ,老虎以為動物是怕誰?,
B7 L6,山羊_人1 很_d 想_v1 當_v1 科學家_人2,山羊很想當什麼?,
B7 L6,山羊_人1 很_d 想_v1 當_v1 科學家_人2,誰很想當科學家?,
B7 L6,有_v1 一天_m 他_人1 離開_v2 高山_地方,他離開哪裡?,
B7 L6,走到_v3 了_ul 大海_地方 邊_f,走到了哪裡?,
B7 L6,看到_v1 又_d 藍_a 又_d 大_a 的_uj 海洋_地方 ，_x 真是_d 興奮_a,看到海洋真是?,
B7 L6,他_人1 對著_v1 海_地方 說_v2 ：_x 「_x 這_r 是_v 我_人2 看_v3 過_ug 最大_a 最美_a 的_uj 海_地方,這是他看過最如何的海?,
B7 L6,我_人3 要_v4 研究_vn 海洋_地方 的_uj 世界_地方,我要研究哪裡的世界?,
B7 L6,於是_c 山羊_人1 每天_r 坐_v1 在_p 沙灘_地方 上_f,山羊每天坐在哪裡?,
B7 L6,望著_v2 大海_地方,望著哪裡?,
B7 L6,還_d 把_v3 看到_v4 的_uj 大海_地方 詳細_ad 的_uj 寫_v5 下來_v6,把看到的什麼詳細的寫下來?,
B7 L6,他_人2 寫_v7 海_物1 的_uj 顏色_物2，_x 海_物3 的_uj 樣子_n ，_x 海鳥_人3 在_p 海上_地方 飛翔_nz 的_uj 情形_nz,他寫誰在飛翔的情形?,
B7 L6,而且_c 寫_v1 了_ul 大海_地方 早上_時間 、_x 下午_時間 、_x 晚上_時間 的_uj 不同_a 面貌_物1,記下什麼地方在不同時段的面貌?,
B7 L6,山羊_人1 寫_v1 了_ul 厚厚的_z 一本_m 書_物1,山羊寫了什麼?,
B7 L6,他_人2 很_d 高興_a 的_uj 對著_v2 海洋_地方 說_v3 ：_x 「_x 我_人3 是_v4 個_q 海洋_地方 專家_n 了_ul ！_x 」_x ,我是個什麼專家?,
B7 L6,正當_a 山羊_人1 興奮_v1 的_uj 時候_n ，_x 海_地方 裡_f 的_uj 大魚_人2 游_v2 上來_v3,正當山羊興奮得時候，海裡的什麼游上來?,
B7 L6,大魚_人3 對_p 山羊_人4 說_v4 ：_x 「_x 我_人5 知道_v5 你_人6 寫_事 了_ul 很多_m 海_地方 的_uj 現象_事,山羊寫了很多什麼地方的現象?,
B7 L6,但是_c 你_人7 只是_c 看到_v6 海_地方 的_uj 外表_物1 ，_x 這樣_r 不能_v7 成為_v8 海洋_地方 專家_n 的_uj,只是看到海洋的什麼?,
B7 L6,你_人1 還要_c 進入_v1 海_地方 裡_f,還要進入哪裡?,
B7 L6,去_v2 了解_v3 海裡_地方 物_ng 的_uj 活動_事1,去海裡了解什麼的活動?,
B7 L6,這樣_r ，_x 你_人2 的_uj 研究_事2 才_d 會_v4 有用_v5,這樣你的研究才會如何?,
B7 L6,山羊_人1 聽_事 了_ul 覺得_v1 很_d 有_v2 道理_n,山羊聽了覺得如何?,
B7 L6,決定_v3 請_v4 大魚_人2 和_c 他_人3 一起_m 合作_vn ,請誰和他一起合作?,
B7 L6,後來_c 山羊_人1 和_c 大魚_人2 一起_m 討論_v1,山羊和誰一起討論?,
B7 L6,還_d 把_v2 大魚_人3 告訴_v3 他_人4 的_uj 事情_事 都_d 寫進_v4 書_物 裡_f,把誰告訴他的事情都寫進書裡?,
B7 L6, 山羊_人5 就_d 寫成_事 了_ul 一本_m 很_a 有用_v5 的_uj 「_x 海洋_ns 研究_物 」_x 了_ul,山羊寫成了一本什麼書?,
,"一個_m 住_v 在_p 深山_地方 裡_f 的_uj 
隱士_人1 ，_x 看見_v 一_m 隻_y 老鼠_人2 很快_d 的_uj 從_p 他_人3 
面前_f 跑_v 過_ug",誰看見一隻老鼠很快的從他面前跑過?,o
,"一個_m 住_v 在_p 深山_地方 裡_f 的_uj 
隱士_人1 ，_x 看見_v 一_m 隻_y 老鼠_人2 很快_d 的_uj 從_p 他_人3 
面前_f 跑_v 過_ug",一個住在深山地方裡的隱士，看見誰很快的從他面前跑過?,o
,"看見_v 一_m 隻_y 老鼠_人2 很快_d 的_uj 從_p 他_人3 
面前_f 跑_v 過_ug",誰很快的從他面前跑過?,o
,"原來_d 有一_nr 隻_zg 大老鷹_人4 從_p 
空中_s 撲_v 下來_v ，_x 要_v 去_v 捉_v 那_r 隻_y 老鼠_人5",誰從空中撲下來要去捉那隻老鼠?,o
,隱士_人6 看_v 了_ul 就_d 把_p 老鼠_人7 帶回_v 自己_r 茅屋裡_地方,隱士看了就老鼠帶回自己的哪裡?,o
,"這時_r 屋裡_s 跑_v 來_v 了一_nr 隻_zg 貓_人1 ，_x 鬍子_物
翹_nr 起來_v ，_x 尾巴_物 舉得_v 高高的_nrfg",這時屋裡跑來了誰，鬍子翹起來，尾巴舉得高高的?,o
,"這時_r 屋裡_s 跑_v 來_v 了一_nr 隻_zg 貓_人1 ，_x 鬍子_物
翹_nr 起來_v ，_x 尾巴_物 舉得_v 高高的_nrfg",這時屋裡跑來了一隻貓，什麼翹起來，尾巴舉得高高的?,o
,"鬍子_物
翹_nr 起來_v",什麼翹起來?,o
,"老鼠_人2 
看到_v 貓_人3 ，_x 驚_v 嚇_v 得_ud 躲_v 了_ul 起來_v 。",誰看到貓，驚嚇得躲了起來?,o
,"隱士_人1 
看_v 老鼠_人2 可憐_v ，_x 就_d 把_p 老鼠_人3 變成_v 了_ul 
大貓_人4 。",誰看老鼠可憐，就把老鼠變成了大貓?,o
,"隱士_人1 
看_v 老鼠_人2 可憐_v ，_x 就_d 把_p 老鼠_人3 變成_v 了_ul 
大貓_人4 。",隱士看誰可憐，就把老鼠變成了大貓?,o
,"隱士_人1 
看_v 老鼠_人2 可憐_v ，_x 就_d 把_p 老鼠_人3 變成_v 了_ul 
大貓_人4 。",隱士看老鼠可憐，就把老鼠變成了誰?,o
,"隱士_人1 
看_v 老鼠_人2 可憐_v ，_x 就_d 把_p 老鼠_人3 變成_v 了_ul 
大貓_人4 。",隱士看老鼠可憐，就把誰變成了大貓?,o
,"大貓_人2 看到_v 黃狗_人3 ，_x 嚇_v 得_ud 全身_n 發_zg 
抖_zg 。",誰看到黃狗，嚇得全身發抖?,o
,"大貓_人2 看到_v 黃狗_人3 ，_x 嚇_v 得_ud 全身_n 發_zg 
抖_zg 。",大貓看到誰，嚇得全身發抖?,o
,"隱士_人4 很_d 不忍心_l ，_x 又_d 把_p 大貓_人5 變_vn 
成_v 黃狗_人6 。",誰很不忍心，又把大貓變成黃狗?,o
,"隱士_人4 很_d 不忍心_l ，_x 又_d 把_p 大貓_人5 變_vn 
成_v 黃狗_人6 。",隱士很不忍心，又把誰變成黃狗?,o
,"隱士_人4 很_d 不忍心_l ，_x 又_d 把_p 大貓_人5 變_vn 
成_v 黃狗_人6 。",隱士很不忍心，又把大貓變成誰?,o
,"大黃狗_人3 看到_v 老虎_人4 ，_x 嚇_v 得_ud 一動_d 也_d 不_d 
敢動_n 。",誰看到老虎，嚇得一動也不敢動?,o
,"大黃狗_人3 看到_v 老虎_人4 ，_x 嚇_v 得_ud 一動_d 也_d 不_d 
敢動_n 。",大黃狗看到誰，嚇得一動也不敢動?,o
,"隱士_人5 看見_v 了_ul ，_x 又_d 趕忙_d 把_p 大黃狗_人6 
變成_v 老虎_人7",誰看見了，又趕忙把大黃狗變成老虎?,o
,"隱士_人5 看見_v 了_ul ，_x 又_d 趕忙_d 把_p 大黃狗_人6 
變成_v 老虎_人7",隱士看見了，又趕忙把誰變成老虎?,o
,"隱士_人5 看見_v 了_ul ，_x 又_d 趕忙_d 把_p 大黃狗_人6 
變成_v 老虎_人7",隱士看見了，又趕忙把大黃狗變成誰?,o
,"大老虎_人4 狠狠_d 的_uj 瞪_v 了_ul 隱士_人5 ，_x 好_a 
像_v 要_v 把_p 隱士_人6 一口_m 吞下去_v 的_uj 樣子_n 。",誰狠狠的瞪了隱士，好像要把隱士一口吞下去的樣子?,o
,"大老虎_人4 狠狠_d 的_uj 瞪_v 了_ul 隱士_人5 ，_x 好_a 
像_v 要_v 把_p 隱士_人6 一口_m 吞下去_v 的_uj 樣子_n 。",大老虎狠狠的瞪了誰，好像要把隱士一口吞下去的樣子?,o
,"大老虎_人4 狠狠_d 的_uj 瞪_v 了_ul 隱士_人5 ，_x 好_a 
像_v 要_v 把_p 隱士_人6 一口_m 吞下去_v 的_uj 樣子_n 。",大老虎狠狠的瞪了隱士，好像要把誰一口吞下去的樣子?,o
,"隱士_人1 長長_n 的_uj 嘆_v 了_ul 一口_m 氣_zg ，_x 伸_v 
出_v 手指頭_n 向_n 老虎_人2 一_m 指_n ，_x 又_d 把_p 大老虎_人3 
變成_v 了_ul 原來的那_nr 隻_zg 小老鼠_人4 。",誰長長的嘆了一口氣，伸出手指頭向老虎一隻，又把大老虎變了原來那隻小老鼠?,o
,"隱士_人1 長長_n 的_uj 嘆_v 了_ul 一口_m 氣_zg ，_x 伸_v 
出_v 手指頭_n 向_n 老虎_人2 一_m 指_n ，_x 又_d 把_p 大老虎_人3 
變成_v 了_ul 原來的那_nr 隻_zg 小老鼠_人4 。",隱士長長的嘆了一口氣，伸出手指頭向誰一隻，又把大老虎變了原來那隻小老鼠?,o
,"隱士_人1 長長_n 的_uj 嘆_v 了_ul 一口_m 氣_zg ，_x 伸_v 
出_v 手指頭_n 向_n 老虎_人2 一_m 指_n ，_x 又_d 把_p 大老虎_人3 
變成_v 了_ul 原來的那_nr 隻_zg 小老鼠_人4 。",隱士長長的嘆了一口氣，伸出手指頭向老虎一隻，又把誰變了原來那隻小老鼠?,o
,"隱士_人1 長長_n 的_uj 嘆_v 了_ul 一口_m 氣_zg ，_x 伸_v 
出_v 手指頭_n 向_n 老虎_人2 一_m 指_n ，_x 又_d 把_p 大老虎_人3 
變成_v 了_ul 原來的那_nr 隻_zg 小老鼠_人4 。",隱士長長的嘆了一口氣，伸出手指頭向老虎一隻，又把大老虎變了誰?,o
,"十一月_時間 十六日_時間 那天_r 晚上_時間 ，_x 月亮_物
特別_d 圓_a ，_x 也_d 特別_d 亮_v",十一月十六日的何時，月亮特別圓，也特別亮?,o
,"十一月_時間 十六日_時間 那天_r 晚上_時間 ，_x 月亮_物
特別_d 圓_a ，_x 也_d 特別_d 亮_v",十一月十六日那天晚上，什麼特別圓，也特別亮?,o
,"我_人1 跟_p 家人_人2
提著_v 媽媽_人3 精心_n 製作_v 的_uj 水燈_物 ，_x 到_v 河邊_地方
去_v 放_v 水燈_物 。",誰跟家人提著媽媽精心製作的水燈，到河邊去放水燈?,o
,"我_人1 跟_p 家人_人2
提著_v 媽媽_人3 精心_n 製作_v 的_uj 水燈_物 ，_x 到_v 河邊_地方
去_v 放_v 水燈_物 。",我跟家人提著誰精心製作的水燈，到河邊去放水燈?,o
,"我_人1 跟_p 家人_人2
提著_v 媽媽_人3 精心_n 製作_v 的_uj 水燈_物 ，_x 到_v 河邊_地方
去_v 放_v 水燈_物 。",我跟家人提著媽媽精心製作的水燈，到哪裡去放水燈?,o
,"我_人1 跟_p 家人_人2
提著_v 媽媽_人3 精心_n 製作_v 的_uj 水燈_物 ，_x 到_v 河邊_地方
去_v 放_v 水燈_物 。",我跟家人提著媽媽精心製作的水燈，到河邊去放什麼?,o
,"我_人1 跟_p 家人_人2
提著_v 媽媽_人3 精心_n 製作_v 的_uj 水燈_物 ，_x 到_v 河邊_地方
去_v 放_v 水燈_物 。",我跟家人提著媽媽精心製作的什麼，到河邊去放水燈?,o
,"再_d 把_p 長長_n 的_uj 樹葉_物 ，_x 摺_zg 
成蓮花_物 的_uj 花瓣_物",再把長長的什麼，摺成蓮花的花瓣?,o
,"媽媽_人1 把_p 蠟燭_n 點燃_v 
之_u 後_nr ，_x 就_d 把_p 水燈_物 慢慢_d 的_uj 放進_v 河裡_地方
。",誰把蠟燭點燃之後，就把水燈慢慢的放進河裡?,o
,"媽媽_人1 把_p 蠟燭_n 點燃_v 
之_u 後_nr ，_x 就_d 把_p 水燈_物 慢慢_d 的_uj 放進_v 河裡_地方
。",媽媽把什麼點燃之後，就把水燈慢慢的放進河裡?,o
