我,r,per
起來,v,x
了,ul,x
,,
我,r,per
起來,v,x
了,ul,x
,,
天亮,v,x
了,ul,x
，,x,x
我,r,per
起來,v,x
了,ul,x
，,x,x
太陽,n,per
也,d,x
起來,v,x
了,ul,x
。,x,x
,,
天亮,v,x
了,ul,x
，,x,x
我,r,per
起來,v,x
了,ul,x
，,x,x
我,r,per
天天,t,x
早起,v,x
，,x,x
太陽,n,per
也,d,x
天天,t,x
早起,v,x
。,x,x
,,
爸爸,n,per
說,z,x
，,x,x
他,r,per
小,a,x
時候,n,x
上學,v,x
，,x,x
看見,v,x
老師,n,per
，,x,x
會,v,x
向,p,x
老師,n,per
行禮,v,x
，,x,x
說,z,x
：,x,x
「,x,x
老師,n,per
好,a,x
！,x,x
」,x,x
,,
現在,t,x
，,x,x
我,r,per
在,p,x
泰國,ns,place
上學,v,x
，,x,x
我,r,per
看見,v,x
老師,n,per
，,x,x
我,r,x
會,v,x
雙手,n,obj
合掌,v,x
，,x,x
向,p,x
老師,n,per
行禮,v,x
，,x,x
說,z,x
：,x,x
「,x,x
老師,n,per
好,a,x
！,x,x
」,x,x
,,
背,v,x
書包,n,obj
，,x,x
上學,v,x
去,v,x
。,x,x
,,
我,r,per
的,uj,x
書包,n,obj
裡,f,x
，,x,x
有書,r,x
也,d,x
有,v,x
筆,q,obj
。,x,x
,,
我,r,per
有,v,x
四本,m,x
書,n,obj
，,x,x
我,r,per
有,v,x
三枝,m,x
筆,n,obj
，,x,x
還,d,x
有,v,x
一個,m,x
小,a,x
皮球,n,obj
，,x,x
也,d,x
在,p,x
我,r,per
的,uj,x
書包,n,obj
裡,f,x
。,x,x
,,
小狗,n,per
，,x,x
小狗,n,per
跟,p,x
我,r,per
來,v,x
，,x,x
我們,r,per
比一比,nr,x
，,x,x
看,v,x
誰,r,x
跑得快,l,x
？,x,x
,,
小狗,n,per
，,x,x
小狗,n,per
跟,p,x
我,r,per
來,v,x
，,x,x
我,r,per
踢球,n,x
，,x,x
你,r,per
去,v,x
追,v,x
。,x,x
,,
我,r,per
踢,v,x
到,v,x
哪裡,r,x
，,x,x
你,r,per
追到,v,x
哪裡,r,x
。,x,x
,,
看,v,x
我,r,per
踢,v,x
得,ud,x
遠,a,x
不遠,d,x
？,x,x
,,
看,v,x
你,r,per
跑得快,l,x
不快,d,x
？,x,x
,,
小方,n,per
喜歡,v,x
上學,v,x
，,x,x
他,r,per
看到,v,x
老師,n,per
說,v,x
：,x,x
「,x,x
老師,n,per
好,a,x
！,x,x
」,x,x
,,
他,r,per
看到,v,x
同學,n,per
說,v,x
：,x,x
「,x,x
同學,n,per
好,a,x
！,x,x
」,x,x
,,
小方,n,per
喜歡,v,x
老師,n,per
，,x,x
老師,n,per
也,d,x
喜歡,v,x
小方,n,per
。,x,x
,,
小方,n,per
喜歡,v,x
同學,n,per
，,x,x
同學,n,per
也,d,x
喜歡,v,x
小方,n,per
。,x,x
,,
公園,n,place
裡,f,x
，,x,x
大樹,n,obj
高,a,x
，,x,x
花兒,nr,obj
美,ns,x
，,x,x
還,d,x
有,v,x
漂亮,a,x
的,uj,x
草地,n,obj
。,x,x
,,
樹,v,obj
很,d,x
高,a,x
，,x,x
我們,r,per
不要,d,x
爬上去,v,x
。,x,x
,,
花,v,obj
很美,m,x
，,x,x
我們,r,per
不要,d,x
摘下,v,x
來,v,x
。,x,x
,,
草地,n,obj
很漂亮,n,x
，,x,x
我們,r,per
不要,d,x
去,v,x
踩,v,x
它,r,obj
。,x,x
,,
明天,t,time
是,v,x
小方,n,per
的,uj,x
生日,t,time
，,x,x
小方,n,per
打,v,x
電話,n,obj
給,p,x
小亮,nr,per
。,x,x
,,
小方,n,per
說,z,x
：,x,x
「,x,x
小亮,nr,per
，,x,x
明天,t,time
是,v,x
我,r,per
生日,t,time
，,x,x
請,v,x
你,r,per
來,v,x
我家,r,place
好,a,x
嗎,y,x
？,x,x
」,x,x
,,
小亮,nr,per
說,v,x
：,x,x
「,x,x
好,a,x
啊,y,x
！,x,x
我,r,per
會,v,x
唱歌,v,x
給,p,x
你,r,per
聽,v,x
。,x,x
」,x,x
,,
小方,n,per
說,z,x
：,x,x
「,x,x
你,r,per
要,v,x
唱,v,x
什麼,r,x
歌,n,x
？,x,x
」,x,x
,,
小亮,nr,per
說,v,x
：,x,x
「,x,x
我,r,per
明天,t,x
再,d,x
告訴,v,x
你,r,per
。,x,x
」,x,x
,,
小方,n,per
說,z,x
：,x,x
「,x,x
好,a,x
啊,y,x
！,x,x
你,r,per
明天,t,time
一定,d,x
要來,v,x
！,x,x
」,x,x
,,
小,a,x
鳥,n,per
小,a,x
鳥,n,per
愛,v,x
唱歌,v,x
，,x,x
你,r,per
的,uj,x
歌兒,n,obj
真好,d,x
聽,v,x
，,x,x
你,r,per
唱,v,x
的,uj,x
是,v,x
什麼,r,x
歌,n,x
？,x,x
請,v,x
你,r,per
告訴,v,x
我,r,per
。,x,x
,,
小,a,x
鳥,n,per
小,a,x
鳥,n,per
愛,v,x
唱歌,v,x
，,x,x
你,r,per
的,uj,x
歌兒,n,obj
真好,d,x
聽,v,x
，,x,x
請,v,x
你,r,per
和,c,x
我,r,per
一起,m,x
唱歌,v,x
，,x,x
你,r,per
說,v,x
好不好,l,x
？,x,x
,,
坐,v,x
火車,n,obj
，,x,x
過,v,x
山洞,n,obj
，,x,x
山洞,n,obj
長,a,x
又,d,x
長,a,x
，,x,x
妹妹,n,per
學,z,x
數數,v,x
兒,z,x
，,x,x
看看,v,x
數,m,x
到,v,x
幾,m,x
，,x,x
山洞,n,obj
才,d,x
過,ug,x
完,ad,x
。,x,x
,,
坐,v,x
火車,n,obj
，,x,x
過,v,x
山洞,n,obj
，,x,x
山洞,n,obj
多,m,x
又,d,x
多,m,x
，,x,x
過,ug,x
了,ul,x
一個,m,x
又,d,x
一個,m,x
，,x,x
妹妹,n,per
數,m,x
不,d,x
完,v,x
，,x,x
數著,v,x
數著,v,x
睡著,v,x
了,ul,x
。,x,x
,,
我家,r,place
有,v,x
一個,m,x
小,a,x
院子,n,obj
，,x,x
媽媽,n,per
在,p,x
院子,n,place
裡,f,x
掃,v,x
地,n,x
，,x,x
爸爸,n,per
在,p,x
院子,n,place
裡,f,x
澆,v,x
花,v,x
，,x,x
我,r,per
在,p,x
院子,n,obj
裡,f,x
拍,v,x
皮球,n,obj
。,x,x
,,
我家,r,place
有,v,x
一個,m,x
小,a,x
院子,n,obj
，,x,x
小狗,n,per
在,p,x
院子,n,place
裡,f,x
追,v,x
小,a,x
貓,n,per
，,x,x
小貓,n,per
一,m,x
跳,v,x
，,x,x
跳到,v,x
大樹,n,obj
上,f,x
。,x,x
,,
小方,n,per
趕,v,x
了,ul,x
十頭,m,x
牛,n,obj
在,p,x
路上,s,place
走,v,x
。,x,x
他,r,per
怕,v,x
少,a,x
了,ul,x
牛,nr,obj
，,x,x
一面,m,x
走,v,x
，,x,x
一面,m,x
數,v,x
：,x,x
「,x,x
一二三四五六七八九十,m,x
。,x,x
」,x,x
,,
走,v,x
啊,y,x
走,v,x
，,x,x
小方,n,per
走累,v,x
了,ul,x
。,x,x
,,
他,r,per
騎,v,x
上,f,x
了,ul,x
一頭,m,x
牛,n,obj
，,x,x
又,d,x
數著,v,x
：,x,x
「,x,x
一二三四五,m,x
六七,m,x
八九,m,x
。,x,x
啊,z,x
！,x,x
少,a,x
了,ul,x
一頭,m,x
牛,n,obj
。,x,x
」,x,x
,,
小方,n,per
連忙,d,x
跳下,v,x
來,v,x
，,x,x
再,d,x
數一數,v,x
：,x,x
「,x,x
一二三四五六七八九十,m,x
。,x,x
」,x,x
,,
一點,m,x
兒,n,x
也,d,x
不錯,a,x
。,x,x
,,
他,r,per
又,d,x
騎,v,x
上,f,x
牛,n,obj
，,x,x
數著,v,x
：,x,x
「,x,x
一二三四五,m,x
六七,m,x
八九,m,x
。,x,x
」,x,x
,,
怎麼,r,x
又,d,x
少,a,x
了,ul,x
一頭,m,x
？,x,x
,,
泰國,ns,place
有,v,x
很多,m,x
大象,n,obj
。,x,x
,,
李爺爺,nr,per
家,m,x
有,v,x
三頭,m,x
大象,n,obj
，,x,x
爸爸,n,per
帶,v,x
我,r,per
去,v,x
李爺爺,nr,per
家,m,x
看,v,x
大象,n,obj
。,x,x
,,
我,r,per
看到,v,x
大象,n,obj
有,v,x
一條,m,x
長長,a,x
的,uj,x
鼻子,n,obj
，,x,x
有,v,x
兩隻,m,x
大大的,nz,x
耳朵,n,obj
，,x,x
還,d,x
有,v,x
四隻,m,x
粗粗,a,x
的,uj,x
腿,n,obj
。,x,x
,,
大象,n,per
又高又大,l,x
，,x,x
我,r,per
喜歡,v,x
大象,n,obj
。,x,x
,,
今天,t,time
老師,n,per
說,v,x
了,ul,x
一個,m,x
笑話,n,obj
。,x,x
,,
有,v,x
一個,m,x
人向,n,x
畫家,n,per
要,v,x
一張,m,x
畫,n,obj
，,x,x
,,
畫家,n,per
送,v,x
他,r,per
一張,m,x
白紙,n,obj
。,x,x
,,
那個,r,x
人,n,x
問,v,x
：,x,x
「,x,x
你,r,per
畫,v,x
的,uj,x
是,v,x
什麼,r,x
？,x,x
」,x,x
,,
畫家,n,per
說,v,x
：,x,x
「,x,x
我,r,per
畫,v,x
一頭,m,x
牛,n,obj
在,p,x
吃,v,x
草,n,obj
。,x,x
」,x,x
,,
那人,r,x
問,n,x
：,x,x
「,x,x
草,n,obj
在,p,x
哪裡,r,x
？,x,x
」,x,x
,,
畫家,n,per
說,v,x
：,x,x
「,x,x
草,n,obj
被,p,x
牛,n,per
吃,v,x
了,ul,x
。,x,x
」,x,x
,,
那個,r,x
人,n,x
又,d,x
問,v,x
：,x,x
「,x,x
牛,n,obj
在,p,x
哪裡,r,x
？,x,x
」,x,x
,,
畫家,n,per
回答,v,x
：,x,x
「,x,x
牛,n,per
吃,v,x
了,ul,x
草,n,obj
，,x,x
就,d,x
回家,v,x
了,ul,x
。,x,x
」,x,x
老師,n,per
說,v,x
完,v,x
笑話,n,obj
，,x,x
大家,n,per
都,d,x
笑,v,x
了,ul,x
。,x,x
,,
我,r,per
做,v,x
一條,m,x
船,n,obj
，,x,x
送給,v,x
姐姐,n,per
坐,v,x
，,x,x
姐姐,n,per
要,v,x
去,v,x
看,v,x
外婆,n,per
。,x,x
,,
我,r,per
做,v,x
一條,m,x
船,n,obj
，,x,x
送給,v,x
哥哥,ns,per
坐,v,x
，,x,x
哥哥,ns,per
出海,v,x
去,v,x
打,v,x
魚,n,obj
。,x,x
,,
我,r,per
做,v,x
一條,m,x
船,n,obj
，,x,x
送給,v,x
弟弟,n,per
坐,v,x
，,x,x
弟弟,n,per
，,x,x
弟弟,n,per
！,x,x
,,x
你,r,per
要,v,x
到,v,x
哪裡,r,x
？,x,x
,,
媽媽,n,per
教,n,x
小方,n,per
寫,v,x
字,n,obj
。,x,x
,,
媽媽,n,per
說,v,x
：,x,x
,,
寫,v,x
字,n,per
要,v,x
用心,n,x
，,x,x
,,
身體,n,obj
要,v,x
坐正,v,x
，,x,x
,,
兩手,m,x
要,v,x
放好,v,x
，,x,x
,,
一筆,m,x
一筆,m,x
的,uj,x
寫,v,x
，,x,x
就,d,x
能,v,x
寫,v,x
得,ud,x
很漂亮,n,x
。,x,x
,,
開學,v,x
了,ul,x
，,x,x
我們,r,per
走進,v,x
學校,n,place
，,x,x
看到,v,x
同學,n,per
都,d,x
長,a,x
高,a,x
了,ul,x
。,x,x
,,
大家,n,per
相見,v,x
真,d,x
開心,a,x
。,x,x
,,
上課,v,x
了,ul,x
，,x,x
老師,n,per
教,v,x
我們,r,per
讀書,v,x
，,x,x
老師,n,per
教,v,x
我們,r,per
寫,v,x
字,n,x
，,x,x
上學,v,x
真,d,x
快樂,a,x
。,x,x
,,
下課,v,x
了,ul,x
，,x,x
我,r,per
和,c,x
同學,n,per
一起,m,x
打球,v,x
，,x,x
我,r,per
和,c,x
同學,n,per
一起,m,x
玩耍,v,x
，,x,x
上學,v,x
真,d,x
快樂,a,x
。,x,x
,,x
星期天,t,x
的,uj,x
下午,t,x
，,x,x
媽媽,n,per
帶,v,x
我,r,per
和,c,x
弟弟,n,per
去,v,x
看,v,x
大象,n,per
表演,v,x
。,x,x
,,
大象,n,per
用,v,x
鼻子,n,x
拿起,v,x
彩色,a,x
筆畫,n,obj
圖,n,x
，,x,x
畫,v,x
了,ul,x
一座,m,x
高山,ns,place
，,x,x
山下,s,place
有,v,x
許多,m,x
樹,n,obj
。,x,x
,,
弟弟,n,per
看,v,x
了,ul,x
說,v,x
：,x,x
「,x,x
大象,n,obj
真,d,x
像,v,x
個,q,x
大,a,x
畫家,n,per
。,x,x
」,x,x
,,
有,v,x
的,uj,x
大象,n,per
跟著,v,x
音樂,n,x
跳舞,v,x
，,x,x
一邊,d,x
跳舞,v,x
，,x,x
一邊,d,x
向,p,x
大家,n,per
要,v,x
香蕉,n,obj
吃,v,x
。,x,x
,,
媽媽,n,per
買,v,x
了,ul,x
香蕉,n,obj
拿,v,x
給,p,x
大象,n,per
，,x,x
大象,n,per
拿到,v,x
香蕉,n,obj
，,x,x
就,d,x
向,p,x
媽媽,n,per
點,m,x
點,m,x
頭,n,obj
，,x,x
好像,v,x
說,z,x
：,x,x
「,x,x
謝謝,nr,x
！,x,x
」,x,x
,,x
大象,n,per
的,uj,x
表演,v,x
真好玩,a,x
，,x,x
我,r,per
還,d,x
想,v,x
再,d,x
去,v,x
看,v,x
。,x,x
,,
夏天,t,time
的,uj,x
晚上,t,time
，,x,x
我們,r,per
坐在,v,x
院子,n,place
裡,f,x
，,x,x
看,v,x
天上,s,place
的,uj,x
星星,nz,obj
。,x,x
小星星,nr,per
在,p,x
天空,n,x
發出,v,x
亮光,n,x
，,x,x
真是,d,x
好看,v,x
。,x,x
,,
小星星,nr,per
，,x,x
在,p,x
遠,a,x
遠,a,x
的,uj,x
天空,n,x
，,x,x
一閃一閃,l,x
的,uj,x
，,x,x
連成,v,x
了,ul,x
一條,m,x
星河,n,obj
，,x,x
真是,d,x
美麗,ns,x
。,x,x
,,
天上,s,place
的,uj,x
星星,nz,obj
，,x,x
一共,j,x
有,v,x
多少,m,x
？,x,x
我,r,per
和,c,x
弟弟,n,per
一起,m,x
數,v,x
，,x,x
一二三四五六七八九十,m,x
，,x,x
數,m,x
來數,n,x
去數,n,x
不,d,x
清,a,x
！,x,x
,,
小方,n,per
在,p,x
學校,n,place
裡,f,x
，,x,x
學會,v,x
了,ul,x
很多,m,x
詞語,n,obj
，,x,x
現在,t,x
他,r,x
很,d,x
注意,v,x
聽,v,x
大家,n,per
說,v,x
的,uj,x
話,n,x
。,x,x
,,
他,r,per
聽到,v,x
媽媽,n,per
說,v,x
：,x,x
「,x,x
我,r,per
買,v,x
了,ul,x
一件,m,x
新,a,x
衣服,n,obj
，,x,x
很,d,x
滿意,v,x
。,x,x
」,x,x
,,
他,r,per
聽到,v,x
爸爸,n,per
說,z,x
：,x,x
「,x,x
我,r,per
做,v,x
完,v,x
一件,m,x
事,n,x
，,x,x
很,a,x
得意,v,x
。,x,x
」,x,x
,,
他,r,per
聽到,v,x
哥哥,ns,per
說,z,x
：,x,x
「,x,x
我,r,per
跟,p,x
校長,n,per
一起,m,x
照相,v,x
，,x,x
很,d,x
神氣,a,x
。,x,x
」,x,x
,,
看來,v,x
，,x,x
全家人,n,per
都,d,x
很,d,x
開心,a,x
！,x,x
,,
小,a,x
毛蟲,n,per
，,x,x
真,d,x
可愛,a,x
。,x,x
,,
喜歡,v,x
爬,v,x
呀,y,x
爬,v,x
！,x,x
,,
爬到,v,x
樹上,s,x
吃,v,x
葉子,n,obj
。,x,x
,,
小,a,x
毛蟲,n,per
，,x,x
真,d,x
可愛,a,x
。,x,x
,,
喜歡,v,x
爬,v,x
呀,y,x
爬,v,x
！,x,x
,,
爬到,v,x
樹,n,obj
上去,t,x
喝水,v,x
。,x,x
,,
小,a,x
毛蟲,n,per
，,x,x
真,d,x
可愛,a,x
。,x,x
,,
又,d,x
吃,v,x
又,d,x
喝,vg,x
不,d,x
偷,v,x
懶,a,x
，,x,x
快快,d,x
長大,v,x
變,v,x
蝴蝶,n,obj
。,x,x
,,
變成,v,x
蝴蝶,n,obj
飛,v,x
呀,y,x
飛,n,x
，,x,x
快樂,a,x
飛,v,x
在,p,x
花園,n,x
中,f,x
。,x,x
,,
花園,n,place
裡,f,x
，,x,x
草,n,obj
綠,a,x
了,ul,x
，,x,x
花開,v,x
了,ul,x
。,x,x
,,
媽媽,n,per
說,v,x
：,x,x
「,x,x
天氣,n,obj
暖和,a,x
了,ul,x
，,x,x
春天,t,time
來,v,x
了,ul,x
。,x,x
」,x,x
,,
弟弟,n,per
問媽,n,x
媽,n,per
：,x,x
「,x,x
春天,t,per
在,p,x
哪裡,r,x
？,x,x
」,x,x
,,
媽媽,n,per
說,v,x
：,x,x
「,x,x
大地,n,place
開滿,v,x
了,ul,x
花,n,obj
，,x,x
就是,d,x
春天,t,per
來,v,x
了,ul,x
。,x,x
」,x,x
,,
弟弟,n,obj
又,d,x
問,v,x
：,x,x
「,x,x
春天,t,per
是,v,x
怎麼,r,x
來,v,x
的,uj,x
？,x,x
是,v,x
坐,v,x
車,n,obj
來,v,x
的,uj,x
？,x,x
還是,c,x
走來,v,x
的,uj,x
？,x,x
」,x,x
,,
媽媽,n,per
笑著,v,x
對,p,x
弟弟,n,per
說,z,x
：,x,x
「,x,x
春天,t,per
不,d,x
坐車,v,x
，,x,x
也,d,x
不,d,x
走路,n,x
，,x,x
只要,c,x
花開,v,x
了,ul,x
，,x,x
草,n,obj
綠,a,x
了,ul,x
，,x,x
春天,t,per
就,d,x
來,v,x
了,ul,x
。,x,x
」,x,x
,,
有,v,x
一隻,m,x
愛,z,x
唱歌,v,x
的,uj,x
烏鴉,n,per
，,x,x
唱,v,x
得,ud,x
口渴,n,x
了,ul,x
。,x,x
,,
烏鴉,n,per
正,d,x
想,v,x
找水,v,x
喝,vg,x
的,uj,x
時候,n,x
，,x,x
看見,v,x
了,ul,x
一個,m,x
水瓶,n,obj
，,x,x
他,r,per
很,d,x
高興,a,x
。,x,x
,,
可是,c,x
再,d,x
看看,v,x
，,x,x
水瓶,n,place
裡,f,x
只有,c,x
一點點,m,x
水,n,obj
，,x,x
瓶口,n,obj
又,d,x
小,a,x
，,x,x
他,r,x
喝,vg,x
不到,v,x
瓶,n,place
裡,f,x
的,uj,x
水,n,x
。,x,x
,,
小,a,x
烏鴉,n,per
，,x,x
想出,v,x
了,ul,x
一個,m,x
法子,n,x
，,x,x
他,r,per
把,p,x
許多,m,x
小石子,nr,obj
，,x,x
放到,v,x
水瓶,n,place
裡,f,x
。,x,x
,,
水瓶,n,place
裡,f,x
的,uj,x
水,n,obj
升高,v,x
了,ul,x
，,x,x
烏鴉,n,per
就,d,x
喝到,v,x
水,n,obj
了,ul,x
。,x,x
,,
有,v,x
一天,m,x
，,x,x
爸爸,n,per
對,p,x
我們,r,per
,,
說,z,x
：,x,x
「,x,x
種樹,n,obj
很,d,x
重要,a,x
，,x,x
我們,r,x
一起,m,x
來,v,x
種樹,n,obj
吧,y,x
！,x,x
」,x,x
,,
爸爸,n,per
種,m,x
的,uj,x
是,v,x
松樹,nr,per
，,x,x
他,r,per
說,v,x
松樹,nr,per
不怕,c,x
風雨,n,obj
，,x,x
活得,v,x
長,v,x
。,x,x
,,
我種,r,x
了,ul,x
山茶花,nr,obj
，,x,x
山茶花,nr,obj
很,a,x
好看,v,x
。,x,x
,,
弟弟,n,per
要,v,x
種,q,x
香蕉,n,obj
，,x,x
他,r,x
說,v,x
香蕉,n,obj
最,d,x
好吃,v,x
。,x,x
,,
媽媽,n,per
說,v,x
：,x,x
「,x,x
你們,r,per
種樹,n,x
，,x,x
我,r,per
來,v,x
澆,v,x
水,n,obj
。,x,x
樹,n,obj
很快,d,x
就,d,x
會,v,x
長,a,x
得,ud,x
高,a,x
又,d,x
大,a,x
。,x,x
」,x,x
